"event_type","user_id","episode_id","timestamp","duration"
"complete","user_79","ep_8","2024-01-24T10:06:00",2545
"complete","user_72","ep_44","2024-03-18T05:58:04",3889
"seek","user_5","ep_4","2024-02-09T09:11:56",
"pause","user_70","ep_2","2024-03-24T17:45:39",
"complete","user_43","ep_7","2024-04-22T20:21:42",841
"seek","user_58","ep_28","2024-04-12T05:46:01",
"play","user_39","ep_32","2024-04-06T18:22:51",874
"seek","user_71","ep_25","2024-01-05T21:55:08",
"pause","user_23","ep_20","2024-01-06T13:34:30",
"seek","user_29","ep_5","2024-02-16T16:05:23",
"seek","user_55","ep_27","2024-02-04T11:16:42",
"complete","user_12","ep_11","2024-01-23T18:15:25",1440
"seek","user_99","ep_9","2024-02-16T08:41:18",
"complete","user_66","ep_36","2024-04-29T21:17:01",4853
"pause","user_82","ep_47","2024-02-26T02:00:27",
"play","user_5","ep_29","2024-02-01T05:29:18",1663
"play","user_38","ep_30","2024-03-18T13:27:42",2555
"play","user_21","ep_20","2024-03-14T21:32:28",1743
"play","user_24","ep_2","2024-03-07T14:36:51",2190
"play","user_42","ep_43","2024-03-17T09:32:22",1729
"play","user_100","ep_35","2024-03-09T14:09:21",2020
"complete","user_67","ep_16","2024-01-08T23:00:52",3860
"seek","user_45","ep_9","2024-01-17T10:08:42",
"seek","user_46","ep_13","2024-02-05T17:09:50",
"play","user_16","ep_42","2024-02-16T07:27:26",36
"play","user_23","ep_7","2024-03-23T16:28:39",1804
"pause","user_55","ep_30","2024-02-27T16:16:42",
"play","user_29","ep_22","2024-02-15T09:30:33",4647
"pause","user_96","ep_2","2024-03-15T01:58:20",
"seek","user_17","ep_50","2024-01-04T09:11:13",
"complete","user_5","ep_48","2024-04-22T11:54:06",1334
"pause","user_3","ep_29","2024-01-21T20:03:56",
"play","user_32","ep_38","2024-04-05T06:42:23",3674
"play","user_39","ep_32","2024-01-12T09:41:07",2763
"complete","user_53","ep_1","2024-03-08T14:28:10",3692
"pause","user_14","ep_25","2024-03-02T11:33:07",
"seek","user_4","ep_47","2024-03-13T04:50:17",
"pause","user_89","ep_28","2024-04-01T09:50:27",
"play","user_6","ep_17","2024-02-20T13:26:27",1891
"pause","user_11","ep_7","2024-01-13T10:56:54",
"pause","user_59","ep_16","2024-03-12T16:48:46",
"pause","user_8","ep_40","2024-03-08T22:20:55",
"seek","user_8","ep_22","2024-01-03T07:05:30",
"pause","user_71","ep_44","2024-03-06T16:47:23",
"pause","user_47","ep_8","2024-03-29T08:27:22",
"complete","user_96",,"2024-03-01T10:44:15",2067
"seek","user_72","ep_22","2024-01-05T03:27:04",
"complete","user_22","ep_46","2024-01-19T01:54:51",3296
"play","user_59","ep_8","2024-01-16T13:02:07",602
"seek","user_5","ep_36","malformed-date",
"seek","user_45","ep_33","2024-04-14T02:45:05",
"complete","user_46","ep_47","2024-04-17T05:09:23",3594
"play","user_64","ep_14","2024-04-29T11:28:01",4963
"seek","user_50","ep_38","2024-04-27T08:44:11",
"pause","user_48","ep_16","2024-03-15T21:15:36",
"play","user_92","ep_45","2024-01-20T01:48:35",2488
"play","user_42","ep_10","2024-03-14T23:48:08",3599
"seek","user_22","ep_48","2024-01-08T17:17:38",
"seek","user_28","ep_40","2024-02-10T05:17:11",
"seek","user_94","ep_10","2024-02-14T19:27:54",
"seek","user_37","ep_22","2024-02-17T10:08:52",
"pause","user_38","ep_48","2024-01-03T12:03:57",
"seek","user_61","ep_10","2024-04-13T18:43:03",
"play","user_88","ep_18","2024-02-15T21:15:49",1684
"complete","user_63","ep_1","2024-04-23T03:14:48",4879
"complete","user_79","ep_13","2024-01-03T05:55:49",2540
"play","user_96","ep_4","2024-03-22T19:51:27",602
"pause","user_29","ep_30","2024-03-02T03:14:40",
"seek","user_72","ep_38","2024-02-27T00:46:17",
"seek","user_66","ep_42","2024-02-29T21:16:32",
"pause","user_67","ep_37","2024-03-13T11:03:42",
"play","user_94","ep_25","2024-02-18T14:33:13",5314
"complete","user_72","ep_24","2024-01-13T22:36:33",1330
"complete","user_37","ep_32","2024-04-21T17:42:03",4072
"pause","user_75","ep_49","2024-02-16T07:33:34",
"complete","user_1","ep_28","2024-02-20T14:43:08",4901
"pause","user_79","ep_18","2024-02-29T10:18:14",
"pause","user_75","ep_47","2024-02-28T02:08:05",
"pause","user_77","ep_10","2024-04-30T15:52:25",
"play","user_8","ep_46","2024-01-20T00:10:15",5259
"complete","user_73","ep_50","2024-04-28T22:35:12",3993
"play","user_23","ep_50","2024-04-03T02:56:59",999
"play","user_11","ep_10","2024-04-26T00:17:43",1292
"pause","user_45","ep_11","2024-03-02T19:13:40",
"seek","user_83","ep_28","2024-03-02T10:35:48",
"complete","user_46","ep_16","2024-04-22T09:50:55",4285
"play","user_83","ep_17","2024-04-17T13:49:07",126
"pause","user_57","ep_27","2024-02-15T22:32:17",
"seek","user_62","ep_35","2024-01-26T01:28:02",
"play","user_68","ep_38","2024-04-13T02:00:45",2168
"seek","user_4","ep_34","2024-04-08T14:46:44",
"pause","user_38","ep_44","2024-01-29T08:17:33",
"complete","user_63","ep_28","2024-04-11T13:00:58",930
"complete","user_31",,"2024-04-19T13:51:12",4446
"seek","user_99","ep_9","2024-01-26T04:20:16",
"seek","user_97","ep_15","2024-03-24T04:26:53",
"play","user_72","ep_46","2024-03-01T13:18:08",910
"complete","user_68","ep_34","2024-01-02T11:51:20",1382
"play","user_24","ep_24","2024-03-28T16:20:14",1059
"seek","user_8","ep_23","2024-03-30T05:12:45",
"play","user_36","ep_31","2024-02-03T02:40:28",559
"seek","user_80","ep_13","2024-04-28T20:22:10",
"complete","user_78","ep_2","2024-04-18T02:48:13",3190
"pause","user_51","ep_34","2024-01-17T18:38:21",
"seek","user_32","ep_17","2024-04-10T02:34:03",
"seek","user_65","ep_47","2024-03-31T03:22:14",
"complete","user_98","ep_4","2024-01-30T05:15:17",3812
"seek","user_75","ep_44","2024-04-04T07:26:59",
"pause","user_22","ep_44","2024-01-07T07:26:21",
"play","user_45","ep_15","2024-03-07T07:39:46",5086
"complete","user_91","ep_5","2024-03-29T08:16:54",4274
"play","user_83","ep_35","2024-02-18T08:13:50",4381
"play","user_2","ep_26","2024-04-15T05:58:49",4037
"complete","user_64","ep_27","2024-03-04T20:17:15",514
"play","user_88","ep_46","2024-04-25T12:59:26",1196
"seek","user_67","ep_33","2024-02-14T18:51:30",
"seek","user_97","ep_17","2024-04-07T04:04:12",
"play","user_19","ep_38","2024-04-26T10:12:10",4413
"seek","user_82","ep_8","2024-03-17T19:04:37",
"play","user_29","ep_44","2024-04-07T09:03:06",1149
"seek","user_93","ep_45","2024-03-13T00:46:08",
"seek","user_21","ep_44","2024-02-03T13:44:11",
"seek","user_17","ep_42","2024-03-26T20:02:20",
"complete","user_54","ep_46","2024-03-17T11:25:30",1614
"complete","user_44","ep_15","2024-01-26T00:57:42",2451
"play","user_68","ep_39","2024-01-29T16:47:52",1229
"play","user_15","ep_6","2024-01-01T02:34:04",653
"seek","user_14","ep_13","2024-02-19T06:06:05",
"play","user_42","ep_17","2024-03-23T23:21:54",2430
"pause","user_31","ep_37","2024-04-23T07:43:44",
"play","user_1","ep_31","2024-02-20T03:55:13",1191
"seek","user_22","ep_4","2024-04-10T08:09:35",
"seek","user_97","ep_10","2024-03-04T18:28:46",
"play","user_65","ep_1","2024-01-06T18:37:03",5303
"seek","user_67","ep_49","2024-02-23T23:53:43",
"pause","user_15","ep_8","2024-02-11T03:06:48",
"pause","user_90","ep_9","2024-01-07T02:16:25",
"pause","user_81","ep_11","2024-03-15T08:04:52",
"play","user_53","ep_14","2024-04-19T01:14:54",109
"play","user_10","ep_42","2024-01-23T12:27:40",2606
"complete","user_13","ep_14","2024-04-13T23:51:29",636
"seek","user_66","ep_7","2024-02-03T18:57:04",
"pause","user_42","ep_44","2024-03-15T06:49:34",
"seek","user_56","ep_25","2024-03-22T15:26:07",
"pause","user_8","ep_28","2024-04-05T22:23:10",
"complete","user_90","ep_17","2024-02-09T00:40:00",3849
"play","user_83","ep_32","2024-02-05T11:25:18",4752
"play","user_53","ep_38","2024-04-26T19:53:12",3686
"seek","user_36","ep_2","2024-03-30T10:48:20",
"seek","user_93","ep_33","2024-02-16T20:29:56",
"pause","user_3","ep_36","2024-01-07T21:07:25",
"complete","user_97","ep_1","2024-04-04T15:47:35",1502
"pause","user_61","ep_24","2024-01-13T08:44:56",
"pause","user_98","ep_14","2024-03-06T17:00:03",
"seek","user_72","ep_17","2024-01-21T07:47:00",
"complete","user_68","ep_4","2024-02-19T19:44:27",847
"complete",,"ep_49","2024-02-08T02:59:24",4532
"seek","user_8","ep_37","2024-01-01T14:48:37",
"pause","user_49","ep_13","2024-03-20T10:12:52",
"pause","user_17","ep_5","2024-01-13T16:19:57",
"seek","user_73","ep_50","2024-03-02T07:50:20",
"play","user_55","ep_8","2024-04-10T13:51:24",4066
"seek","user_46","ep_8","2024-01-07T17:08:08",
"complete","user_79","ep_25","2024-04-03T04:49:38",2392
"seek","user_22","ep_11","2024-04-02T07:45:22",
"play","user_25","ep_40","2024-02-18T06:31:40",2854
"complete","user_43","ep_14","2024-02-24T11:30:07",5109
"play","user_53","ep_24","2024-01-04T23:47:17",5372
"seek","user_74","ep_48","2024-04-29T20:40:34",
"pause","user_84","ep_40","2024-01-23T13:08:17",
"complete","user_48","ep_49","2024-04-13T18:28:19",1771
"seek","user_79","ep_35","2024-04-29T22:28:53",
"complete","user_30","ep_37","2024-01-21T22:29:43",1965
"play","user_88","ep_25","2024-02-03T19:50:16",3817
"complete","user_68","ep_38","2024-03-29T06:41:31",1653
"pause","user_23","ep_30","2024-03-21T06:31:38",
"seek","user_73","ep_23","2024-04-29T23:49:58",
"seek","user_96","ep_20","2024-04-01T08:35:52",
"seek","user_13","ep_50","2024-03-24T17:41:58",
"complete","user_92","ep_45","2024-01-05T16:56:34",3237
"complete","user_33","ep_38","2024-02-28T16:29:47",50
"play","user_57","ep_23","2024-04-21T05:27:36",3443
"pause","user_47","ep_17","2024-03-10T23:34:07",
"complete","user_69","ep_16","2024-02-02T23:08:46",3045
"play","user_43","ep_16","2024-03-03T19:31:59",444
"pause","user_34","ep_3","2024-03-27T21:43:40",
"complete","user_87","ep_49","2024-02-26T20:59:09",542
"complete","user_98","ep_22","2024-02-16T07:32:11",4997
"seek","user_2","ep_24","2024-01-07T06:58:45",
"play","user_46","ep_30","2024-04-07T20:51:32",3006
"seek","user_91","ep_26","2024-03-24T13:28:44",
"complete","user_22","ep_46","2024-04-12T13:15:39",359
"play","user_40","ep_30","2024-04-08T06:10:40",772
"pause","user_40","ep_39","2024-03-24T03:28:30",
"seek","user_38","ep_11","2024-01-06T20:42:00",
"complete","user_88","ep_50","2024-02-08T06:10:27",1304
"complete","user_46","ep_7","2024-04-05T22:00:39",691
"complete","user_92","ep_20","2024-04-05T00:32:13",4167
"seek","user_66","ep_49","2024-01-09T03:52:03",
"seek","user_83","ep_25","2024-01-08T14:56:40",
"complete","user_73","ep_46","2024-02-17T12:27:24",3021
"play","user_20","ep_36","2024-03-26T19:47:47",1001
"complete","user_10","ep_39","2024-02-29T12:54:53",1279
"seek","user_89",,"2024-04-11T08:20:59",
"seek","user_10","ep_18","2024-01-19T09:41:10",
"play","user_54","ep_19","2024-03-03T20:23:17",375
"complete","user_56","ep_28","2024-03-23T01:36:50",2780
"play","user_58","ep_21","2024-04-29T08:20:02",3793
"pause","user_87","ep_17","2024-02-03T13:39:07",
"pause","user_25","ep_7","2024-01-08T04:27:51",
"seek","user_46","ep_48","2024-03-21T05:35:28",
"seek","user_90","ep_29","2024-01-25T05:06:00",
"play","user_21","ep_13","2024-02-03T14:48:06",2844
"pause","user_25","ep_24","2024-03-28T18:46:00",
"complete","user_47","ep_27","2024-04-15T08:41:06",3056
"complete","user_36","ep_9","2024-01-02T00:54:40",4749
"complete","user_46",,"2024-04-27T16:34:47",1210
"complete","user_66","ep_21","2024-04-07T05:01:37",1948
"play","user_15","ep_48","2024-02-10T03:38:25",1270
"complete","user_46","ep_46","2024-02-23T13:45:01",3053
"play","user_11","ep_22","2024-04-20T07:07:01",4268
"play","user_38","ep_27","2024-03-22T04:14:19",1033
"complete","user_3","ep_39","2024-02-11T15:32:11",4983
"play","user_6","ep_26","2024-01-01T06:06:27",2670
"complete","user_66","ep_22","2024-02-09T01:46:28",1552
"seek","user_34","ep_37","2024-01-18T22:26:05",
"seek","user_43","ep_45","2024-03-05T13:07:56",
"seek","user_76","ep_30","2024-03-04T08:17:47",
"seek","user_31","ep_7","2024-02-27T02:23:33",
"complete","user_82","ep_25","2024-02-19T23:05:27",1809
"play","user_59","ep_30","2024-04-02T20:17:12",706
"play","user_49","ep_11","2024-01-05T04:11:23",1644
"play","user_71","ep_42","2024-03-19T20:17:05",3882
"seek","user_25","ep_20","2024-02-10T15:09:51",
"play","user_17","ep_5","2024-03-07T05:54:17",1083
"complete","user_23","ep_46","2024-02-09T04:50:08",3213
"play","user_44","ep_16","2024-01-15T14:17:47",66
"pause",,"ep_25","2024-01-01T07:13:46",
"pause","user_62","ep_3","2024-02-22T23:50:59",
"pause","user_72","ep_40","2024-01-21T13:37:45",
"pause","user_3","ep_50","2024-01-07T01:55:21",
"pause","user_43","ep_22","2024-03-28T13:38:31",
"pause","user_36","ep_48","2024-02-15T16:52:43",
"pause","user_36","ep_22","2024-03-28T04:39:14",
"pause","user_5","ep_34","2024-04-17T11:58:43",
"pause","user_90","ep_19","2024-04-03T12:54:54",
"play","user_84","ep_22","2024-01-11T09:06:34",2158
"play","user_12","ep_30","2024-02-08T05:41:30",1043
"play","user_71","ep_10","2024-02-20T13:19:30",235
"pause","user_75","ep_7","2024-04-03T06:12:16",
"seek","user_7","ep_33","2024-04-05T11:47:30",
"play","user_53","ep_34","2024-03-30T22:53:33",4321
"play","user_76","ep_47","2024-02-03T00:35:54",4153
"pause","user_85","ep_21","2024-02-08T15:44:37",
"seek","user_75","ep_34","2024-01-30T08:44:02",
"seek","user_43","ep_38","2024-02-03T15:58:57",
"play","user_17","ep_23","2024-03-07T15:27:54",4579
"seek","user_41","ep_24","2024-01-20T16:37:08",
"play","user_15","ep_15","2024-03-07T11:37:58",1193
"play","user_41","ep_8","2024-02-05T03:49:54",4691
"seek","user_99","ep_22","2024-01-31T01:54:11",
"complete","user_13","ep_7","2024-03-06T00:11:25",4000
"play","user_69","ep_35","2024-04-28T16:02:36",5063
"pause","user_84","ep_6","2024-01-01T15:05:08",
"complete","user_41","ep_29","2024-02-24T20:32:16",934
"pause","user_95","ep_31","2024-04-21T22:18:49",
"complete","user_53","ep_3","2024-01-19T13:42:06",3497
"complete","user_15","ep_40","2024-04-11T01:13:21",3347
"pause","user_85","ep_33","2024-04-17T23:36:14",
"seek","user_35","ep_7","2024-04-05T12:34:39",
"seek","user_3","ep_47","2024-04-27T15:45:25",
"complete","user_32","ep_6","2024-04-15T05:19:46",3622
"seek","user_65","ep_34","2024-04-04T08:09:59",
"pause","user_3","ep_21","2024-02-04T18:40:01",
"pause","user_32","ep_47","2024-02-27T07:12:21",
"play","user_12","ep_38","2024-03-22T18:41:35",5066
"pause","user_59","ep_50","2024-01-25T05:54:12",
"pause","user_5","ep_3","2024-02-25T23:57:22",
"complete","user_84","ep_36","2024-03-13T01:37:51",
"seek","user_72","ep_42","2024-03-10T08:09:55",
"pause","user_35","ep_27","2024-01-25T22:37:02",
"pause","user_92","ep_26","2024-01-21T20:38:38",
"complete","user_30","ep_5","2024-01-15T00:40:12",1622
"play","user_98","ep_4","2024-03-23T11:53:01",235
"pause","user_42","ep_7","2024-02-22T05:59:55",
"pause","user_13","ep_28","2024-02-23T08:06:12",
"complete","user_64","ep_35","2024-04-16T07:51:25",2418
"seek","user_33","ep_45","2024-01-01T02:54:47",
"pause","user_35","ep_30","2024-04-23T09:46:57",
"complete","user_44","ep_30","2024-02-22T01:30:39",4254
"seek","user_74","ep_30","2024-03-05T00:25:16",
"complete","user_1","ep_21","2024-04-26T14:26:51",1034
"pause","user_81","ep_42","2024-01-24T21:38:37",
"complete","user_77","ep_8","2024-03-31T14:47:05",5294
"complete","user_21","ep_30","2024-04-25T14:46:19",882
"play","user_23","ep_17","2024-03-15T04:58:36",142
"complete","user_97","ep_19","2024-01-18T04:32:33",2759
"pause","user_41","ep_4","2024-01-24T12:24:45",
"pause","user_71","ep_31","2024-03-04T02:19:15",
"complete","user_94","ep_43","2024-02-09T04:37:09",1805
"complete","user_32","ep_48","2024-02-19T23:12:58",3760
"pause","user_3","ep_16","2024-02-19T16:28:36",
"play","user_27","ep_41","2024-04-21T03:47:04",809
"seek","user_59","ep_13","2024-03-04T11:09:28",
"seek","user_3","ep_49","2024-02-14T16:00:11",
"complete","user_29","ep_34","2024-01-06T03:58:51",4699
"play","user_79","ep_35","2024-02-20T19:50:23",4135
"play","user_97","ep_9","2024-01-20T01:53:24",3029
"seek","user_87","ep_31","2024-04-22T10:52:22",
"play","user_9","ep_25","2024-04-23T18:38:30",1234
"play","user_67","ep_16","2024-02-01T07:01:37",3548
"pause","user_30","ep_47","2024-03-17T21:59:59",
"complete","user_84","ep_49","2024-04-20T12:22:09",5276
"complete","user_62","ep_29","2024-03-05T13:04:53",1042
"seek","user_6","ep_30","2024-01-24T03:29:27",
"play","user_25","ep_30","2024-03-16T13:15:47",490
"seek","user_53","ep_37","2024-03-16T05:40:36",
"play",,"ep_26","2024-02-23T15:17:43",1068
"complete",,"ep_16","2024-03-09T22:28:37",248
"pause","user_81","ep_25","2024-01-04T01:18:33",
"pause","user_15","ep_21","2024-03-03T10:28:29",
"complete","user_20","ep_28","2024-03-04T07:31:35",2613
"pause","user_83","ep_15","2024-02-18T19:56:42",
"seek","user_45","ep_18","2024-03-26T10:55:41",
"play","user_58","ep_43","2024-04-22T14:46:55",181
"complete","user_27","ep_39","2024-02-09T01:51:55",3545
"seek","user_47","ep_21","2024-02-19T08:16:49",
"seek","user_8","ep_42","2024-02-29T03:10:19",
"complete","user_67","ep_50","2024-02-02T22:17:06",2395
"complete","user_32","ep_34","2024-03-27T03:26:54",4654
,"user_78","ep_12","",
"","user_58","ep_21","2024-04-09T21:40:21",
"seek","user_18","ep_34","2024-03-12T06:27:48",
"complete","user_69","ep_20","2024-02-08T00:54:03",2630
"seek","user_12","ep_8","2024-02-03T03:09:35",
"seek","user_29","ep_41","2024-03-20T00:43:40",
"seek","user_35","ep_40","2024-03-16T21:54:14",
"play","user_33","ep_15","2024-04-25T19:50:17",1110
"seek","user_78","ep_21","2024-04-22T01:46:59",
"pause","user_64","ep_34","2024-04-01T00:42:02",
"play","user_77","ep_13","2024-03-23T18:58:41",4418
"seek","user_15","ep_10","2024-04-09T05:07:08",
"complete","user_24","ep_16","2024-03-13T01:17:13",1814
"play","user_13","ep_11","2024-02-15T23:04:06",1862
"seek","user_82","ep_32","2024-04-20T11:35:30",
"seek","user_45","ep_21","2024-01-04T10:39:37",
"seek","user_3","ep_26","2024-02-25T19:10:14",
"pause","user_9","ep_9","2024-04-14T05:07:50",
"play","user_43","ep_31","2024-04-25T01:32:48",918
"seek","user_23","ep_47","2024-04-11T08:40:10",
"seek","user_58","ep_35","2024-02-15T03:39:34",
"pause","user_54","ep_23","2024-01-21T20:20:59",
"pause","user_43","ep_4","2024-01-18T18:56:39",
"seek","user_75","ep_27","2024-01-19T13:11:24",
"pause","user_64","ep_38","2024-02-26T03:57:59",
"complete","user_45","ep_30","2024-03-29T11:25:52",3758
"play","user_28","ep_6","2024-03-10T00:55:08",2232
"complete","user_40","ep_6","2024-03-11T12:58:01",3563
"complete","user_23","ep_22","2024-01-09T10:43:37",2908
"complete","user_40","ep_19","2024-04-23T06:49:48",526
"complete","user_66","ep_26","2024-02-08T15:39:57",1253
"play","user_6","ep_45","2024-04-16T05:25:33",5360
"pause","user_6","ep_31","2024-03-10T15:02:22",
"seek","user_92","ep_6","2024-04-04T08:25:49",
"pause","user_82","ep_40","2024-02-26T15:39:28",
"seek","user_83","ep_29","2024-01-22T22:49:42",
"complete","user_63","ep_49","2024-02-18T11:37:39",433
"pause","user_76","ep_20","2024-01-16T03:51:02",
"play","user_18","ep_48","2024-03-14T16:56:16",2005
"pause","user_95","ep_48","2024-04-23T06:41:31",
"complete","user_62","ep_32","2024-01-05T13:02:43",236
"complete","user_68","ep_8","2024-02-04T19:21:35",2991
"complete","user_2","ep_22","2024-04-22T06:50:24",3036
"complete","user_77","ep_47","2024-01-31T07:40:48",189
"play","user_26","ep_14","2024-03-10T06:17:11",2833
"complete","user_22","ep_22","2024-03-30T11:48:30",419
"complete","user_38","ep_41","2024-02-12T04:33:43",335
"complete",,"ep_27","2024-03-02T04:12:07",2031
"complete","user_92","ep_15","2024-02-06T23:07:31",74
"seek","user_38","ep_7","2024-04-12T20:28:53",
"pause","user_86","ep_49","2024-02-15T12:58:00",
"seek",,"ep_1","2024-04-16T14:42:07",
"complete","user_3","ep_6","2024-04-07T09:57:31",4593
"play","user_80","ep_18","2024-03-06T13:38:04",797
"seek","user_35","ep_20","2024-02-20T20:03:21",
"play","user_79","ep_26","2024-01-27T06:20:31",3666
"pause","user_38","ep_7","2024-03-17T14:12:20",
"pause","user_66","ep_36","2024-01-21T03:32:14",
"complete","user_45","ep_30","2024-01-25T08:50:53",4972
"play","user_91","ep_15","2024-01-18T05:17:58",1460
"pause","user_41","ep_36","2024-01-11T09:07:41",
"pause","user_26","ep_9","2024-03-18T00:47:44",
"complete","user_61","ep_36","2024-02-01T12:37:47",2787
"pause","user_64","ep_16","2024-03-16T14:46:53",
"pause","user_38","ep_21","2024-03-24T22:19:24",
"seek","user_21","ep_45","2024-02-14T05:23:40",
"play","user_75","ep_7","2024-01-09T06:59:30",1156
"seek","user_48","ep_22","2024-03-22T21:53:02",
"seek","user_17","ep_11","2024-02-11T14:09:20",
"complete","user_7","ep_8","2024-01-16T19:18:42",3604
"play","user_47","ep_20","2024-01-18T02:32:50",2626
"play","user_74","ep_15","2024-01-16T14:37:30",1156
"seek","user_26","ep_11","2024-02-15T14:02:50",
"seek","user_7","ep_34","2024-01-01T02:52:32",
"pause","user_92","ep_36","2024-04-01T04:21:00",
,"user_71","ep_28","2024-04-02T11:52:10",
"play","user_91","ep_35","2024-03-22T08:59:09",3877
"seek","user_91","ep_33","2024-03-07T15:19:11",
"complete","user_82","ep_32","2024-01-05T14:10:46",2717
"play","user_80","ep_10","2024-03-08T04:10:17",2922
"seek","user_83","ep_41","2024-03-10T04:20:10",
"play","user_80","ep_21","2024-04-13T05:51:17",4656
"play","user_47","ep_9","2024-03-05T10:06:03",777
"play","user_97","ep_13","2024-04-03T06:20:25",668
"pause","user_89","ep_49","2024-04-04T10:06:25",
"play","user_2","ep_15","2024-02-02T09:27:38",5097
"pause","user_1","ep_17","2024-02-11T03:16:31",
"complete","user_50","ep_26","2024-03-13T11:41:15",1698
"seek","user_72","ep_4","2024-03-27T05:52:33",
"seek","user_7","ep_3","2024-02-25T08:23:46",
"play","user_9","ep_2","2024-02-12T14:51:24",4593
"","user_3","ep_30","2024-02-23T04:46:07",
"pause","user_93","ep_18","2024-04-24T20:38:43",
"pause","user_54","ep_1","2024-02-06T19:06:30",
"seek","user_91","ep_35","2024-03-28T05:52:37",
"seek",,"ep_21","2024-04-13T13:52:46",
"play","user_33","ep_9","2024-01-01T21:32:58",83
"pause","user_72","ep_7","2024-03-25T10:35:10",
"play","user_67","ep_27","2024-02-06T17:48:00",4436
"complete","user_72","ep_45","2024-03-27T07:03:32",4220
"seek","user_44","ep_36","2024-01-20T17:56:51",
"complete","user_53","ep_19","2024-04-30T05:27:56",1366
"play","user_45","ep_47","2024-04-17T15:31:37",4459
"play","user_34","ep_43","2024-03-30T20:25:03",3240
"pause","user_85","ep_14","2024-03-31T02:50:05",
"seek","user_47","ep_25","2024-02-26T21:56:51",
"complete","user_26","ep_43","2024-01-15T11:05:19",4336
"play","user_58","ep_50","2024-02-03T01:36:26",1766
"seek","user_7","ep_33","2024-04-20T21:20:43",
"play","user_67","ep_11","2024-02-19T07:08:34",4427
"seek","user_19","ep_29","2024-04-27T20:56:33",
"play","user_69","ep_47","2024-03-26T05:03:46",4195
"play","user_66","ep_9","2024-03-29T19:58:41",3386
"play","user_13","ep_32","2024-02-14T14:52:39",
"play","user_15","ep_49","2024-03-27T23:04:03",908
"seek","user_25","ep_12","2024-01-09T14:40:44",
"play","user_7","ep_15","2024-02-08T18:41:00",2086
"play","user_82","ep_19","2024-02-27T09:40:16",1337
"seek","user_98","ep_12","2024-02-20T08:00:52",
"play","user_64","ep_38","2024-02-22T19:03:10",5148
"complete","user_46","ep_25","2024-01-09T07:36:44",3974
"play","user_96","ep_22","2024-02-26T22:45:50",4291
"play","user_91","ep_21","2024-03-16T17:37:32",5158
"pause","user_50","ep_24","2024-01-12T04:06:46",
"seek","user_22","ep_42","2024-03-16T19:11:34",
"pause","user_73","ep_1","2024-04-28T18:07:25",
"seek","user_15","ep_47","2024-02-27T12:43:11",
"seek","user_66","ep_7","2024-01-19T04:41:02",
"seek","user_43","ep_37","2024-03-07T17:15:38",
"pause","user_85","ep_18","2024-01-20T06:37:15",
"complete","user_11","ep_37","2024-01-06T00:18:19",5291
"play",,"ep_8","2024-03-24T01:23:49",5359
"complete","user_4","ep_16","2024-01-31T22:58:08",281
"seek","user_96","ep_9","2024-03-06T10:28:10",
"play","user_39","ep_30","2024-04-28T19:42:25",2376
"seek","user_100","ep_18","2024-01-30T10:57:43",
"seek","user_30","ep_42","2024-04-23T01:12:34",
"pause","user_65","ep_8","2024-03-24T21:56:25",
"pause","user_51","ep_31","2024-02-18T15:14:19",
"seek","user_95","ep_6","2024-04-18T09:39:54",
"complete","user_15","ep_45","2024-03-06T12:17:17",3640
"pause","user_66","ep_3","2024-01-25T01:54:33",
"pause","user_1","ep_24","2024-02-18T00:32:51",
"complete","user_63","ep_31","2024-02-10T19:30:09",4283
"pause","user_5","ep_18","2024-04-20T05:27:54",
"complete","user_33","ep_2","2024-03-02T17:52:50",4981
"complete","user_3","ep_12","2024-03-28T22:10:04",937
"seek","user_63","ep_22","2024-04-21T16:08:35",
"pause","user_28","ep_18","2024-04-30T06:28:02",
"play","user_73","ep_5","2024-01-16T12:15:34",2415
"play","user_42","ep_50","2024-02-23T10:34:17",4188
"play","user_80","ep_5","2024-02-02T15:23:36",2080
"seek","user_55","ep_1","2024-01-14T01:23:15",
"complete","user_62","ep_32","2024-03-15T18:11:42",4312
"seek","user_19","ep_32","2024-03-15T09:27:59",
"seek","user_73","ep_32","2024-01-05T20:21:15",
"pause","user_7","ep_21","2024-02-01T17:09:55",
"pause","user_33","ep_26","2024-01-27T16:00:08",
"seek","user_27","ep_20","2024-03-22T22:17:58",
"complete","user_92","ep_46","2024-01-05T02:09:07",2844
"complete","user_89","ep_30","2024-01-16T05:21:29",2216
"complete","user_56","ep_36","2024-03-19T16:26:37",568
"seek","user_58","ep_12","2024-03-19T07:14:10",
"seek","user_79","ep_42","2024-03-11T17:21:27",
"play","user_94","ep_26","2024-03-17T07:34:21",3052
"play","user_15","ep_25","2024-03-10T07:26:11",1449
"pause","user_20","ep_21","2024-04-26T09:49:37",
"pause","user_37","ep_2","2024-04-20T20:44:24",
"pause","user_76","ep_1","2024-03-18T09:50:22",
"pause","user_34","ep_12","2024-04-10T08:53:55",
"seek","user_80","ep_11","2024-03-10T07:26:15",
"complete","user_66","ep_44","2024-02-14T19:24:11",3058
"complete","user_88","ep_46","2024-03-19T04:05:43",4828
"pause","user_73","ep_21","2024-04-06T20:46:47",
"pause","user_96","ep_50","2024-03-21T01:15:12",
"pause","user_23","ep_19","2024-02-12T07:46:27",
"seek","user_20","ep_29","2024-03-15T19:31:15",
"play","user_23","ep_28","2024-01-12T02:23:32",2515
